pid,name,cpu_usage,memory_usage,read_bytes,write_bytes,status,create_time,nice,n_threads,cores
14208,chrome.exe,0.0,7.21MB,1.96MB,2.29MB,running,2021-03-17 13:20:55,64,14,4
3828,sihost.exe,0.0,7.38MB,1.59MB,896.00B,running,2021-03-16 22:19:44,32,11,4
5860,chrome.exe,0.0,7.58MB,2.69MB,6.34MB,running,2021-03-17 13:35:33,64,14,4
16076,brave.exe,0.0,7.68MB,338.99KB,121.96KB,running,2021-03-17 17:01:07,64,13,4
9752,ApplicationFrameHost.exe,0.0,7.75MB,37.90KB,0.00B,running,2021-03-16 22:27:05,32,4,4
5988,svchost.exe,0.0,8.13MB,6.82GB,41.15MB,running,2021-03-16 22:19:44,32,11,4
17004,RdrCEF.exe,0.0,8.14MB,16.58MB,2.29MB,running,2021-03-17 16:42:49,32,20,4
6752,AcroRd32.exe,0.0,8.18MB,95.20MB,96.45MB,running,2021-03-17 16:55:22,32,5,4
1772,AcroRd32.exe,0.0,8.73MB,2.13MB,0.00B,running,2021-03-17 16:42:45,32,10,4
14940,chrome.exe,0.0,8.99MB,594.22KB,633.57KB,running,2021-03-17 15:13:17,64,14,4
17812,Teams.exe,0.0,9.14MB,23.46KB,15.34KB,running,2021-03-17 17:44:39,32,13,4
12168,LockApp.exe,0.0,9.82MB,42.42KB,0.00B,stopped,2021-03-16 22:32:00,32,13,4
3432,chrome.exe,0.0,10.29MB,1.31MB,1.66MB,running,2021-03-17 13:35:41,64,14,4
7388,chrome.exe,0.0,10.51MB,2.85MB,4.14MB,running,2021-03-17 13:12:28,64,14,4
11920,chrome.exe,0.0,10.61MB,1.33MB,2.12MB,running,2021-03-17 13:41:28,64,14,4
16408,AcroRd32.exe,0.0,10.98MB,3.69MB,0.00B,running,2021-03-17 16:55:22,32,5,4
12336,YourPhone.exe,0.0,12.21MB,187.09KB,0.00B,stopped,2021-03-17 10:58:36,32,16,4
1172,Teams.exe,0.0,13.56MB,1.57MB,1017.59KB,running,2021-03-16 22:22:37,32,16,4
11728,brave.exe,0.0,13.77MB,432.24KB,461.46KB,running,2021-03-17 15:48:50,64,13,4
636,chrome.exe,0.0,13.97MB,10.13MB,5.18MB,running,2021-03-17 11:00:10,32,14,4
11900,chrome.exe,0.0,14.25MB,162.42MB,530.14MB,running,2021-03-17 11:00:10,32,13,4
9020,chrome.exe,0.0,15.67MB,2.34MB,4.45MB,running,2021-03-17 17:04:06,64,15,4
7484,StartMenuExperienceHost.exe,0.0,15.73MB,278.61KB,0.00B,running,2021-03-16 22:20:30,32,6,4
13012,brave.exe,0.0,16.42MB,3.56MB,2.35MB,running,2021-03-17 11:07:37,32,13,4
14044,brave.exe,0.0,17.79MB,860.51KB,1.06MB,running,2021-03-17 17:01:08,64,13,4
14668,brave.exe,0.0,18.86MB,775.68KB,1.35MB,running,2021-03-17 15:50:29,64,13,4
8636,brave.exe,0.0,22.35MB,561.96KB,781.52KB,running,2021-03-17 15:50:20,64,13,4
16036,wps.exe,0.0,22.86MB,645.51MB,12.37KB,running,2021-03-17 16:47:50,32,21,4
2808,SystemSettings.exe,0.0,23.09MB,22.37KB,7.01KB,stopped,2021-03-17 16:56:46,32,25,4
11672,chrome.exe,0.0,26.17MB,2.82MB,3.35MB,running,2021-03-17 15:12:58,64,14,4
15520,brave.exe,0.0,27.32MB,1.21MB,3.64MB,running,2021-03-17 15:51:10,64,13,4
13268,RelayRecorder.exe,0.0,27.59MB,1.70MB,4.83MB,running,2021-03-17 12:20:34,32,22,4
4056,ShellExperienceHost.exe,0.0,27.93MB,361.50KB,0.00B,stopped,2021-03-17 09:31:52,32,34,4
188,brave.exe,0.0,28.39MB,1.51MB,2.04MB,running,2021-03-17 16:38:20,64,13,4
2720,brave.exe,0.0,28.55MB,980.60KB,1.71MB,running,2021-03-17 15:51:03,64,13,4
9300,brave.exe,0.0,28.78MB,4.53MB,5.40MB,running,2021-03-17 16:39:16,64,15,4
5892,brave.exe,0.0,28.99MB,4.61MB,4.28MB,running,2021-03-17 15:14:32,64,14,4
15492,brave.exe,0.0,30.00MB,825.67KB,1.02MB,running,2021-03-17 15:50:26,64,13,4
16724,RdrCEF.exe,0.0,30.17MB,196.99KB,290.82KB,running,2021-03-17 16:42:59,32,11,4
12868,brave.exe,0.0,30.29MB,6.24MB,12.91MB,running,2021-03-17 11:07:37,32,13,4
10252,chrome.exe,0.0,30.34MB,1.07MB,2.46MB,running,2021-03-17 15:13:13,64,14,4
11892,Microsoft.Photos.exe,0.0,30.80MB,7.08MB,373.08KB,stopped,2021-03-17 16:18:06,32,21,4
2464,brave.exe,0.0,30.87MB,2.94MB,2.92MB,running,2021-03-17 15:50:38,64,13,4
14708,brave.exe,0.0,33.85MB,828.05KB,1.04MB,running,2021-03-17 15:14:53,64,13,4
16656,et.exe,0.0,35.49MB,26.74MB,332.18KB,running,2021-03-17 16:47:50,32,21,4
6384,python.exe,0.0,36.00MB,8.00MB,96.00B,running,2021-03-17 17:45:40,32,7,4
14520,RdrCEF.exe,0.0,41.06MB,383.62KB,340.52KB,running,2021-03-17 16:42:51,32,13,4
8996,Teams.exe,0.0,46.49MB,58.46MB,3.92MB,running,2021-03-16 22:23:07,32,52,4
1200,explorer.exe,0.0,48.55MB,99.45MB,282.23MB,running,2021-03-16 22:19:59,32,109,4
5604,Teams.exe,0.0,61.15MB,118.14MB,18.43MB,running,2021-03-16 22:22:34,32768,15,4
10704,chrome.exe,0.0,64.64MB,283.90MB,273.20MB,running,2021-03-17 11:03:26,64,15,4
2388,Teams.exe,0.0,65.72MB,517.25MB,110.18MB,running,2021-03-16 22:22:29,32,35,4
1656,Teams.exe,0.0,65.82MB,12.59MB,23.08MB,running,2021-03-16 22:23:05,32,12,4
13844,chrome.exe,0.0,72.77MB,405.65MB,76.29MB,running,2021-03-17 11:00:10,32768,18,4
10404,chrome.exe,0.0,78.30MB,1.48GB,1.04GB,running,2021-03-17 11:00:09,32,26,4
13704,AcroRd32.exe,0.0,93.72MB,111.33MB,88.38MB,running,2021-03-17 16:42:45,32,15,4
8724,brave.exe,0.0,97.51MB,214.72MB,42.01MB,running,2021-03-17 11:07:37,32768,14,4
7828,SearchApp.exe,0.0,159.20MB,38.11MB,13.17MB,stopped,2021-03-16 22:20:35,32,64,4
308,brave.exe,0.0,174.16MB,220.59MB,365.69MB,running,2021-03-17 11:07:37,32,27,4
16500,brave.exe,0.0,195.96MB,75.03MB,87.16MB,running,2021-03-17 17:01:06,64,19,4
4248,Teams.exe,0.0,220.93MB,56.83MB,126.40MB,running,2021-03-16 22:22:38,32,19,4
8072,chrome.exe,0.0,229.61MB,132.59MB,124.85MB,running,2021-03-17 11:00:15,64,19,4
12480,pycharm64.exe,0.0,928.45MB,396.99MB,478.85MB,running,2021-03-17 15:00:48,32,56,4
4,System,0.6,0.00B,83.01MB,1.50GB,running,1970-01-01 05:30:00,0,159,0
4260,Video.UI.exe,0.0,0.00B,9.29MB,832.00KB,stopped,2021-03-17 15:08:24,32,14,4
4236,svchost.exe,0.0,0.00B,124.88KB,0.00B,running,2021-03-16 22:19:57,0,9,0
4216,armsvc.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:19:03,0,2,0
4176,valWBFPolicyService.exe,0.0,0.00B,0.00B,642.00B,running,2021-03-16 22:19:03,0,2,0
4152,svchost.exe,0.0,0.00B,281.91KB,128.91KB,running,2021-03-16 22:19:03,0,7,0
4112,svchost.exe,0.0,0.00B,43.50KB,0.00B,running,2021-03-16 22:19:03,0,3,0
4100,svchost.exe,0.0,0.00B,169.86KB,286.38KB,running,2021-03-16 22:19:03,0,6,0
4036,ERAAgent.exe,0.1,0.00B,49.35MB,38.68MB,running,2021-03-16 22:19:03,0,26,0
4028,fpCSEvtSvc.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:19:03,0,3,0
4016,svchost.exe,0.0,0.00B,12.94MB,4.89MB,running,2021-03-16 22:19:03,0,10,0
4008,svchost.exe,0.0,0.00B,172.95MB,89.10MB,running,2021-03-16 22:19:03,0,16,0
3996,svchost.exe,0.0,0.00B,1.79MB,781.46KB,running,2021-03-16 22:19:03,0,9,0
3920,WmiPrvSE.exe,0.0,0.00B,2.04MB,428.11KB,running,2021-03-16 22:19:03,0,8,0
3904,svchost.exe,0.0,0.00B,52.73KB,85.83KB,running,2021-03-16 22:19:03,0,5,0
4264,svchost.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:19:03,0,9,0
3872,svchost.exe,0.0,0.00B,1.17MB,0.00B,running,2021-03-16 22:19:02,0,5,0
3508,scheduler.exe,0.0,0.00B,1.73MB,0.00B,running,2021-03-16 22:19:01,0,5,0
3484,svchost.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:19:03,0,1,0
3468,svchost.exe,0.0,0.00B,3.23KB,0.00B,running,2021-03-16 22:27:13,0,2,0
3412,svchost.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:19:01,0,4,0
3408,SynTPEnhService.exe,0.0,0.00B,10.00B,4.00B,running,2021-03-16 22:19:03,0,3,0
3348,svchost.exe,0.0,0.00B,220.11KB,160.00B,running,2021-03-16 22:19:00,0,12,0
3300,svchost.exe,0.0,0.00B,56.02KB,0.00B,running,2021-03-16 22:19:00,0,7,0
3204,svchost.exe,0.0,0.00B,28.84KB,0.00B,running,2021-03-16 22:19:03,0,3,0
3120,svchost.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:18:59,0,4,0
3068,svchost.exe,0.0,0.00B,0.00B,4.68MB,running,2021-03-16 22:18:59,0,12,0
3052,svchost.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:18:59,0,11,0
3044,svchost.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:18:59,0,5,0
2988,svchost.exe,0.0,0.00B,56.02KB,0.00B,running,2021-03-16 22:19:03,0,6,0
2940,svchost.exe,0.0,0.00B,9.45MB,2.99MB,running,2021-03-16 22:18:59,0,8,0
3808,spoolsv.exe,0.0,0.00B,232.00B,320.00B,running,2021-03-16 22:19:02,0,7,0
4304,svchost.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:19:03,0,2,0
4452,unsecapp.exe,0.0,0.00B,80.00B,56.00B,running,2021-03-16 22:19:03,0,3,0
4536,WmiPrvSE.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:19:03,0,6,0
18148,svchost.exe,0.0,0.00B,2.87KB,0.00B,running,2021-03-17 17:21:52,0,3,0
16308,svchost.exe,0.0,0.00B,4.13KB,160.00B,running,2021-03-17 15:15:18,0,4,0
16240,svchost.exe,0.0,0.00B,1.42MB,376.00KB,running,2021-03-17 15:18:22,0,4,0
13476,svchost.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-17 09:28:47,0,5,0
12904,SearchProtocolHost.exe,0.1,0.00B,300.94KB,0.00B,running,2021-03-17 17:44:10,0,6,0
11612,svchost.exe,0.0,0.00B,2.97KB,0.00B,running,2021-03-17 16:38:03,0,2,0
9688,svchost.exe,0.0,0.00B,40.00B,28.00B,running,2021-03-17 11:03:31,0,2,0
9252,svchost.exe,0.0,0.00B,703.86KB,50.49KB,running,2021-03-17 09:59:34,0,4,0
9068,svchost.exe,0.0,0.00B,4.72KB,32.00KB,running,2021-03-16 22:23:28,0,6,0
8856,GoogleCrashHandler64.exe,0.0,0.00B,436.00B,320.00B,running,2021-03-16 22:21:39,0,3,0
8660,GoogleCrashHandler.exe,0.0,0.00B,2.84KB,1.49KB,running,2021-03-16 22:21:34,0,3,0
8632,svchost.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-17 09:28:17,0,3,0
8528,SgrmBroker.exe,0.0,0.00B,80.78KB,0.00B,running,2021-03-16 22:23:06,0,7,0
7736,SearchIndexer.exe,0.0,0.00B,48.61MB,47.70MB,running,2021-03-16 22:20:34,0,21,0
7104,svchost.exe,0.0,0.00B,140.00KB,0.00B,running,2021-03-16 22:19:55,0,1,0
6980,svchost.exe,0.0,0.00B,17.91KB,122.60KB,running,2021-03-16 22:19:53,0,8,0
6948,WinStore.App.exe,0.0,0.00B,25.27KB,1.02MB,stopped,2021-03-16 22:27:05,32,19,4
4644,HotKeyServiceUWP.exe,0.0,0.00B,2.63KB,97.75KB,running,2021-03-16 22:19:04,0,3,0
4796,svchost.exe,0.0,0.00B,980.00B,1.17KB,running,2021-03-16 22:19:04,0,14,0
5080,FCDBLog.exe,0.0,0.00B,2.30MB,1.60MB,running,2021-03-16 22:19:07,0,26,0
5088,svchost.exe,0.0,0.00B,328.00B,0.00B,running,2021-03-17 09:46:05,0,3,0
5272,svchost.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:19:08,0,1,0
5292,FortiSSLVPNdaemon.exe,0.0,0.00B,187.45MB,179.57MB,running,2021-03-16 22:19:08,0,9,0
2932,svchost.exe,0.1,0.00B,61.11KB,39.98KB,running,2021-03-16 22:18:59,0,13,0
5300,FortiSettings.exe,0.0,0.00B,1.73MB,0.00B,running,2021-03-16 22:19:08,0,3,0
5544,svchost.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:19:26,0,3,0
5996,svchost.exe,0.1,0.00B,24.00B,0.00B,running,2021-03-16 22:19:12,0,4,0
6324,svchost.exe,0.0,0.00B,4.50KB,0.00B,running,2021-03-16 22:20:02,0,8,0
6564,svchost.exe,0.0,0.00B,29.31KB,0.00B,running,2021-03-16 22:19:47,0,2,0
6688,svchost.exe,0.0,0.00B,5.27KB,0.00B,running,2021-03-16 22:19:48,0,3,0
6840,ctfmon.exe,0.3,0.00B,63.24KB,0.00B,running,2021-03-16 22:19:50,128,10,4
5512,MoUsoCoreWorker.exe,0.0,0.00B,12.73MB,1.79MB,running,2021-03-16 22:23:30,0,12,0
2924,svchost.exe,0.1,0.00B,118.61KB,0.00B,running,2021-03-16 22:18:59,0,10,0
19336,SearchFilterHost.exe,0.0,0.00B,7.24KB,0.00B,running,2021-03-17 17:44:10,0,4,0
2848,RAVBg64.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:18:59,0,4,0
1760,svchost.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:18:56,0,4,0
1700,svchost.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:18:56,0,2,0
1660,svchost.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:18:56,0,7,0
1612,svchost.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:18:56,0,1,0
1532,SynTPHelper.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:19:57,32768,1,4
1520,svchost.exe,0.0,0.00B,57.11KB,10.91MB,running,2021-03-16 22:18:55,0,5,0
1484,svchost.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:18:55,0,2,0
1476,svchost.exe,0.0,0.00B,8.00KB,0.00B,running,2021-03-16 22:18:55,0,2,0
1460,LanWlanWwanSwitchingServiceUWP.exe,0.0,0.00B,3.71KB,347.58KB,running,2021-03-16 22:19:07,0,6,0
1448,svchost.exe,0.0,0.00B,34.28MB,51.06MB,running,2021-03-16 22:18:55,0,6,0
1340,svchost.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:18:55,0,2,0
1300,svchost.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:18:55,0,1,0
560,svchost.exe,0.1,0.00B,260.02KB,0.00B,running,2021-03-16 22:18:55,0,12,0
1252,svchost.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:18:55,0,6,0
1248,svchost.exe,0.0,0.00B,1.36KB,1.88KB,running,2021-03-16 22:23:30,0,8,0
1184,dwm.exe,2.4,0.00B,69.36KB,0.00B,running,2021-03-16 22:18:55,0,14,0
568,svchost.exe,0.0,0.00B,5.14MB,268.00KB,running,2021-03-16 22:18:54,0,11,0
1080,SecurityHealthService.exe,0.0,0.00B,10.30KB,4.00KB,running,2021-03-16 22:21:05,0,9,0
1064,svchost.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:18:55,0,6,0
940,lsass.exe,0.0,0.00B,724.11KB,1.06MB,running,2021-03-16 22:18:54,0,9,0
932,services.exe,0.0,0.00B,705.72KB,160.00B,running,2021-03-16 22:18:54,0,7,0
888,winlogon.exe,0.0,0.00B,219.86KB,0.00B,running,2021-03-16 22:18:54,0,6,0
604,WUDFHost.exe,0.0,0.00B,4.11KB,288.00KB,running,2021-03-16 22:18:55,0,14,0
612,csrss.exe,0.0,0.00B,359.48KB,0.00B,running,2021-03-16 22:18:52,0,14,0
808,wininit.exe,0.0,0.00B,18.50KB,0.00B,running,2021-03-16 22:18:54,0,1,0
788,csrss.exe,0.1,0.00B,6.77MB,0.00B,running,2021-03-16 22:18:54,0,14,0
656,fontdrvhost.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:18:54,0,5,0
420,smss.exe,0.0,0.00B,16.41KB,148.00B,running,2021-03-16 22:18:34,0,2,0
1788,svchost.exe,0.1,0.00B,56.02KB,0.00B,running,2021-03-16 22:18:56,0,8,0
648,fontdrvhost.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:18:54,0,5,0
2692,RtkAudioService64.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:18:58,0,5,0
2364,igfxCUIService.exe,0.0,0.00B,1.41KB,180.00B,running,2021-03-16 22:18:57,0,6,0
2320,MemCompression,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:18:57,0,46,0
2408,svchost.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:18:57,0,2,0
1856,ekrn.exe,0.0,0.00B,1.98GB,937.85MB,running,2021-03-16 22:18:56,0,70,0
2304,svchost.exe,0.0,0.00B,37.47KB,0.00B,running,2021-03-16 22:18:57,0,2,0
2212,svchost.exe,0.0,0.00B,714.00B,0.00B,running,2021-03-16 22:18:57,0,4,0
2424,svchost.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:18:57,0,4,0
2196,svchost.exe,0.1,0.00B,47.75MB,106.09MB,running,2021-03-16 22:18:57,0,3,0
2796,RAVBg64.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:18:59,0,4,0
100,Registry,0.0,0.00B,16.00KB,129.65MB,running,2021-03-16 22:18:26,0,4,0
2192,svchost.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:18:57,0,3,0
2504,svchost.exe,0.0,0.00B,20.93MB,621.08KB,running,2021-03-16 22:18:57,0,14,0
2512,svchost.exe,0.0,0.00B,40.57MB,136.48KB,running,2021-03-16 22:18:57,0,8,0
2176,svchost.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:18:57,0,1,0
2616,svchost.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:18:58,0,9,0
2004,svchost.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:18:56,0,10,0
1932,svchost.exe,0.0,0.00B,57.60KB,2.19KB,running,2021-03-16 22:18:56,0,7,0
2820,RAVBg64.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:18:59,0,4,0
11312,fsnotifier64.exe,0.0,164.00KB,2.13KB,3.49MB,running,2021-03-17 15:01:02,32,2,4
3964,cmd.exe,0.0,236.00KB,91.43KB,0.00B,running,2021-03-17 09:53:35,32,1,4
4756,jupyter-notebook.exe,0.0,280.00KB,3.55KB,0.00B,running,2021-03-17 09:53:36,32,1,4
10304,conhost.exe,0.0,332.00KB,0.00B,0.00B,running,2021-03-17 09:53:35,32,2,4
12672,cmd.exe,0.0,384.00KB,0.00B,0.00B,running,2021-03-17 16:16:44,32,1,4
8936,conhost.exe,0.0,392.00KB,6.47KB,0.00B,running,2021-03-17 15:01:02,32,2,4
8500,python.exe,0.0,444.00KB,123.00B,0.00B,running,2021-03-17 17:45:40,32,4,4
1284,SettingSyncHost.exe,0.0,544.00KB,0.00B,0.00B,running,2021-03-17 09:28:12,16384,2,4
13720,brave.exe,0.0,552.00KB,6.95KB,720.00B,running,2021-03-17 11:07:37,32,7,4
6308,redirector.exe,0.0,576.00KB,0.00B,0.00B,running,2021-03-16 22:21:27,32,2,4
