pid,name,cpu_usage,memory_usage,read_bytes,write_bytes,status,create_time,nice,n_threads,cores
6688,svchost.exe,0.0,0.00B,5.27KB,0.00B,running,2021-03-16 22:19:48,0,3,0
6840,ctfmon.exe,1.0,0.00B,63.24KB,0.00B,running,2021-03-16 22:19:50,128,10,4
5512,MoUsoCoreWorker.exe,0.0,0.00B,12.73MB,1.79MB,running,2021-03-16 22:23:30,0,12,0
2924,svchost.exe,0.3,0.00B,118.61KB,0.00B,running,2021-03-16 22:18:59,0,10,0
19336,SearchFilterHost.exe,0.0,0.00B,7.24KB,0.00B,running,2021-03-17 17:44:10,0,4,0
2848,RAVBg64.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:18:59,0,4,0
1760,svchost.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:18:56,0,1,0
1700,svchost.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:18:56,0,2,0
1660,svchost.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:18:56,0,6,0
1612,svchost.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:18:56,0,1,0
1532,SynTPHelper.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:19:57,32768,1,4
1520,svchost.exe,0.0,0.00B,57.11KB,10.91MB,running,2021-03-16 22:18:55,0,5,0
1484,svchost.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:18:55,0,2,0
1476,svchost.exe,0.0,0.00B,8.00KB,0.00B,running,2021-03-16 22:18:55,0,2,0
1460,LanWlanWwanSwitchingServiceUWP.exe,0.0,0.00B,3.71KB,347.58KB,running,2021-03-16 22:19:07,0,6,0
1448,svchost.exe,0.0,0.00B,34.28MB,51.06MB,running,2021-03-16 22:18:55,0,6,0
1340,svchost.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:18:55,0,2,0
1300,svchost.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:18:55,0,1,0
560,svchost.exe,0.0,0.00B,260.02KB,0.00B,running,2021-03-16 22:18:55,0,10,0
1252,svchost.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:18:55,0,6,0
1248,svchost.exe,0.0,0.00B,1.36KB,1.88KB,running,2021-03-16 22:23:30,0,8,0
1184,dwm.exe,0.4,0.00B,69.36KB,0.00B,running,2021-03-16 22:18:55,0,14,0
568,svchost.exe,0.0,0.00B,5.14MB,268.00KB,running,2021-03-16 22:18:54,0,11,0
1080,SecurityHealthService.exe,0.0,0.00B,10.30KB,4.00KB,running,2021-03-16 22:21:05,0,9,0
1064,svchost.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:18:55,0,5,0
940,lsass.exe,0.1,0.00B,724.11KB,1.06MB,running,2021-03-16 22:18:54,0,8,0
932,services.exe,0.1,0.00B,705.72KB,160.00B,running,2021-03-16 22:18:54,0,5,0
888,winlogon.exe,0.0,0.00B,219.86KB,0.00B,running,2021-03-16 22:18:54,0,6,0
604,WUDFHost.exe,0.0,0.00B,4.11KB,288.00KB,running,2021-03-16 22:18:55,0,14,0
612,csrss.exe,0.0,0.00B,359.48KB,0.00B,running,2021-03-16 22:18:52,0,14,0
808,wininit.exe,0.0,0.00B,18.50KB,0.00B,running,2021-03-16 22:18:54,0,1,0
788,csrss.exe,0.1,0.00B,6.77MB,0.00B,running,2021-03-16 22:18:54,0,14,0
656,fontdrvhost.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:18:54,0,5,0
420,smss.exe,0.0,0.00B,16.41KB,148.00B,running,2021-03-16 22:18:34,0,2,0
1788,svchost.exe,0.0,0.00B,56.02KB,0.00B,running,2021-03-16 22:18:56,0,5,0
648,fontdrvhost.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:18:54,0,5,0
2692,RtkAudioService64.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:18:58,0,5,0
2364,igfxCUIService.exe,0.0,0.00B,1.41KB,180.00B,running,2021-03-16 22:18:57,0,6,0
2320,MemCompression,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:18:57,0,46,0
2408,svchost.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:18:57,0,2,0
1856,ekrn.exe,0.0,0.00B,1.98GB,937.85MB,running,2021-03-16 22:18:56,0,68,0
2304,svchost.exe,0.0,0.00B,37.47KB,0.00B,running,2021-03-16 22:18:57,0,2,0
2212,svchost.exe,0.0,0.00B,714.00B,0.00B,running,2021-03-16 22:18:57,0,4,0
2424,svchost.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:18:57,0,4,0
2196,svchost.exe,0.3,0.00B,47.75MB,106.09MB,running,2021-03-16 22:18:57,0,2,0
2796,RAVBg64.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:18:59,0,4,0
100,Registry,0.0,0.00B,16.00KB,129.67MB,running,2021-03-16 22:18:26,0,4,0
2192,svchost.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:18:57,0,3,0
2504,svchost.exe,0.0,0.00B,20.93MB,621.08KB,running,2021-03-16 22:18:57,0,14,0
2512,svchost.exe,0.1,0.00B,40.57MB,136.48KB,running,2021-03-16 22:18:57,0,8,0
2176,svchost.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:18:57,0,1,0
2616,svchost.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:18:58,0,8,0
2004,svchost.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:18:56,0,10,0
1932,svchost.exe,0.0,0.00B,57.60KB,2.19KB,running,2021-03-16 22:18:56,0,7,0
2820,RAVBg64.exe,0.0,0.00B,0.00B,0.00B,running,2021-03-16 22:18:59,0,4,0
11312,fsnotifier64.exe,0.0,164.00KB,2.13KB,3.49MB,running,2021-03-17 15:01:02,32,2,4
3964,cmd.exe,0.0,236.00KB,91.43KB,0.00B,running,2021-03-17 09:53:35,32,1,4
4756,jupyter-notebook.exe,0.0,280.00KB,3.55KB,0.00B,running,2021-03-17 09:53:36,32,1,4
10304,conhost.exe,0.0,332.00KB,0.00B,0.00B,running,2021-03-17 09:53:35,32,2,4
12672,cmd.exe,0.0,384.00KB,0.00B,0.00B,running,2021-03-17 16:16:44,32,1,4
8936,conhost.exe,0.0,392.00KB,6.47KB,0.00B,running,2021-03-17 15:01:02,32,2,4
8500,python.exe,0.0,444.00KB,123.00B,0.00B,running,2021-03-17 17:45:40,32,4,4
13720,brave.exe,0.0,552.00KB,6.95KB,720.00B,running,2021-03-17 11:07:37,32,7,4
6308,redirector.exe,0.0,576.00KB,0.00B,0.00B,running,2021-03-16 22:21:27,32,2,4
1284,SettingSyncHost.exe,0.0,580.00KB,0.00B,0.00B,running,2021-03-17 09:28:12,16384,3,4
10888,chrome.exe,0.0,640.00KB,18.12KB,4.39KB,running,2021-03-17 11:00:10,32,7,4
8240,RtsCM64.exe,0.0,680.00KB,100.00B,196.00B,running,2021-03-16 22:21:07,32,6,4
6792,igfxHK.exe,0.0,696.00KB,0.00B,0.00B,running,2021-03-16 22:19:49,32,2,4
12824,python.exe,0.0,712.00KB,14.44MB,1.62MB,running,2021-03-17 09:54:33,32,9,4
5660,SecurityHealthSystray.exe,0.0,732.00KB,0.00B,0.00B,running,2021-03-16 22:21:04,32,1,4
13228,RuntimeBroker.exe,0.0,736.00KB,9.49KB,0.00B,running,2021-03-17 11:09:41,32,2,4
8220,eguiProxy.exe,0.0,824.00KB,1.45MB,0.00B,running,2021-03-16 22:21:07,32,6,4
8892,RuntimeBroker.exe,0.0,920.00KB,110.48KB,160.00B,running,2021-03-16 22:27:07,32,3,4
17272,winpty-agent.exe,0.0,944.00KB,5.57KB,622.00B,running,2021-03-17 16:16:44,32,1,4
7624,XWin_MobaX.exe,0.0,1.02MB,641.84KB,5.24KB,running,2021-03-17 11:38:31,32,5,4
18296,SearchProtocolHost.exe,0.0,1.10MB,0.00B,0.00B,running,2021-03-17 17:44:54,64,6,4
16236,svchost.exe,0.0,1.13MB,0.00B,0.00B,running,2021-03-17 17:37:43,32,1,4
2172,HPHotkeyNotification.exe,0.0,1.14MB,131.79KB,34.43KB,running,2021-03-16 22:19:42,32,3,4
6136,notepad++.exe,0.0,1.20MB,251.72MB,0.00B,running,2021-03-17 14:39:26,32,2,4
14048,rundll32.exe,0.0,1.20MB,0.00B,0.00B,running,2021-03-17 17:03:07,32,1,4
16416,UserOOBEBroker.exe,0.0,1.22MB,0.00B,0.00B,running,2021-03-17 16:56:47,32,1,4
9720,wpscloudsvr.exe,0.0,1.28MB,32.46MB,285.49KB,running,2021-03-17 11:08:24,32,40,4
6872,igfxTray.exe,0.0,1.28MB,0.00B,0.00B,running,2021-03-16 22:19:50,32,2,4
9652,MoTTY.exe,0.1,1.58MB,188.00B,128.00B,running,2021-03-17 11:42:24,32,1,4
13168,dllhost.exe,0.0,1.65MB,5.35MB,6.07MB,running,2021-03-17 09:30:03,32,5,4
3180,Teams.exe,0.0,1.69MB,186.25KB,276.05KB,running,2021-03-16 22:22:45,32,8,4
8348,ciscowebexstart.exe,0.0,1.72MB,1.20MB,93.42KB,running,2021-03-16 22:21:10,32,5,4
7340,RtkNGUI64.exe,0.0,1.73MB,0.00B,0.00B,running,2021-03-16 22:21:05,32,7,4
11820,chrome.exe,0.0,1.76MB,349.32KB,631.35KB,running,2021-03-17 11:13:00,32,8,4
7164,MoTTY.exe,0.3,1.79MB,8.48KB,256.00B,running,2021-03-17 13:34:48,32,2,4
5208,svchost.exe,0.0,1.82MB,49.95KB,0.00B,running,2021-03-16 22:20:18,32,4,4
7600,brave.exe,0.0,1.98MB,9.35MB,16.58MB,running,2021-03-17 11:07:37,32,7,4
7296,RuntimeBroker.exe,0.0,1.99MB,3.81MB,0.00B,running,2021-03-16 22:20:52,32,1,4
5740,svchost.exe,0.0,2.07MB,6.82MB,628.00KB,running,2021-03-16 22:21:44,32,4,4
1824,SelfServicePlugin.exe,0.0,2.12MB,136.87KB,16.88KB,running,2021-03-16 22:21:43,32,10,4
6296,taskhostw.exe,0.0,2.28MB,2.05MB,20.90MB,running,2021-03-16 22:19:45,32,8,4
4772,chrome.exe,0.0,2.47MB,21.49MB,32.95MB,running,2021-03-17 11:00:10,32,7,4
12192,wpscenter.exe,0.0,2.50MB,394.53KB,140.00B,running,2021-03-16 22:29:34,32,10,4
12640,python.exe,0.0,2.56MB,23.80MB,5.56MB,running,2021-03-17 09:53:36,32,4,4
7588,RuntimeBroker.exe,0.0,2.60MB,579.57KB,160.00B,running,2021-03-16 22:20:33,32,1,4
13644,chrome.exe,0.0,3.15MB,6.12MB,3.99MB,running,2021-03-17 13:21:06,64,14,4
10044,brave.exe,0.0,3.16MB,221.08KB,419.29KB,running,2021-03-17 16:39:40,32,8,4
5424,Receiver.exe,0.1,3.18MB,5.86MB,50.42KB,running,2021-03-16 22:21:32,32,40,4
2916,wfcrun32.exe,0.0,3.30MB,1.01MB,54.95KB,running,2021-03-16 22:21:54,32,20,4
15328,conhost.exe,0.1,3.33MB,60.00B,0.00B,running,2021-03-17 16:16:44,32,3,4
1296,SynTPEnh.exe,0.4,3.34MB,0.00B,0.00B,running,2021-03-16 22:19:42,32768,9,4
2540,TextInputHost.exe,0.0,3.50MB,30.62KB,0.00B,running,2021-03-16 22:28:10,32,10,4
6768,FortiTray.exe,0.0,3.83MB,25.15MB,171.21MB,running,2021-03-16 22:19:49,32,55,4
8288,OneDrive.exe,0.0,3.85MB,2.53MB,2.36MB,running,2021-03-16 22:21:08,32,20,4
12456,SelfService.exe,0.0,3.88MB,171.71KB,20.02KB,running,2021-03-17 01:32:07,32,13,4
4296,concentr.exe,0.0,3.92MB,143.03KB,23.25KB,running,2021-03-16 22:21:26,32,11,4
8024,MobaXterm_Personal_20.6.exe,0.0,4.07MB,1.40MB,23.31MB,running,2021-03-17 11:38:22,32,2,4
5504,RuntimeBroker.exe,0.0,4.21MB,481.37KB,3.95KB,running,2021-03-17 09:31:53,32,16,4
15608,RuntimeBroker.exe,0.0,4.30MB,117.02KB,248.00B,running,2021-03-17 16:18:08,32,4,4
3944,RuntimeBroker.exe,0.0,4.96MB,204.65KB,248.00B,running,2021-03-16 22:32:01,32,13,4
9900,smartscreen.exe,0.0,5.02MB,13.13KB,160.00B,running,2021-03-17 17:44:53,32,10,4
15488,SystemSettingsBroker.exe,0.0,5.16MB,5.89KB,188.00B,running,2021-03-17 17:37:43,32,13,4
17428,conhost.exe,0.0,5.68MB,0.00B,0.00B,running,2021-03-17 17:45:40,32,4,4
10880,chrome.exe,0.0,5.75MB,65.88KB,46.98KB,running,2021-03-17 17:04:20,64,12,4
5700,svchost.exe,0.0,5.81MB,997.72KB,6.76MB,running,2021-03-16 22:19:44,32,4,4
8152,RuntimeBroker.exe,0.0,5.98MB,4.74MB,568.00B,running,2021-03-16 22:20:37,32,17,4
17192,brave.exe,0.0,6.19MB,53.27KB,84.05KB,running,2021-03-17 17:03:55,64,13,4
10484,chrome.exe,0.0,6.46MB,2.24MB,3.40MB,running,2021-03-17 13:12:16,64,14,4
8928,chrome.exe,0.0,6.88MB,1.22MB,1.39MB,running,2021-03-17 13:41:05,64,14,4
6712,Teams.exe,0.3,7.11MB,39.09MB,59.97MB,running,2021-03-16 22:22:35,32,10,4
8408,brave.exe,0.0,7.16MB,27.47MB,84.26MB,running,2021-03-17 11:07:37,32,13,4
14208,chrome.exe,0.0,7.21MB,1.96MB,2.30MB,running,2021-03-17 13:20:55,64,14,4
3828,sihost.exe,0.1,7.33MB,1.59MB,896.00B,running,2021-03-16 22:19:44,32,8,4
5860,chrome.exe,0.0,7.58MB,2.69MB,6.34MB,running,2021-03-17 13:35:33,64,14,4
16076,brave.exe,0.0,7.68MB,339.14KB,122.27KB,running,2021-03-17 17:01:07,64,13,4
9752,ApplicationFrameHost.exe,0.0,7.75MB,37.90KB,0.00B,running,2021-03-16 22:27:05,32,4,4
5988,svchost.exe,1.1,8.12MB,6.85GB,41.30MB,running,2021-03-16 22:19:44,32,11,4
17004,RdrCEF.exe,0.0,8.17MB,16.58MB,2.29MB,running,2021-03-17 16:42:49,32,21,4
6752,AcroRd32.exe,0.0,8.18MB,95.20MB,96.45MB,running,2021-03-17 16:55:22,32,5,4
1772,AcroRd32.exe,0.0,8.73MB,2.13MB,0.00B,running,2021-03-17 16:42:45,32,10,4
14940,chrome.exe,0.0,8.99MB,594.38KB,633.88KB,running,2021-03-17 15:13:17,64,14,4
17812,Teams.exe,0.0,9.18MB,31.02KB,16.64KB,running,2021-03-17 17:44:39,32,13,4
12168,LockApp.exe,0.0,9.82MB,42.42KB,0.00B,stopped,2021-03-16 22:32:00,32,13,4
3432,chrome.exe,0.0,10.29MB,1.31MB,1.66MB,running,2021-03-17 13:35:41,64,14,4
7388,chrome.exe,0.0,10.51MB,2.85MB,4.14MB,running,2021-03-17 13:12:28,64,14,4
11920,chrome.exe,0.0,10.61MB,1.33MB,2.12MB,running,2021-03-17 13:41:28,64,14,4
16408,AcroRd32.exe,0.0,10.98MB,3.69MB,0.00B,running,2021-03-17 16:55:22,32,5,4
12336,YourPhone.exe,0.0,12.21MB,187.09KB,0.00B,stopped,2021-03-17 10:58:36,32,16,4
1172,Teams.exe,0.0,13.56MB,1.57MB,1017.59KB,running,2021-03-16 22:22:37,32,16,4
11728,brave.exe,0.0,13.77MB,432.39KB,461.77KB,running,2021-03-17 15:48:50,64,13,4
636,chrome.exe,0.0,13.97MB,10.13MB,5.18MB,running,2021-03-17 11:00:10,32,14,4
11900,chrome.exe,0.0,14.23MB,162.44MB,530.20MB,running,2021-03-17 11:00:10,32,12,4
9020,chrome.exe,0.0,15.67MB,2.34MB,4.45MB,running,2021-03-17 17:04:06,64,15,4
7484,StartMenuExperienceHost.exe,0.0,15.73MB,278.61KB,0.00B,running,2021-03-16 22:20:30,32,6,4
13012,brave.exe,0.0,16.42MB,3.56MB,2.35MB,running,2021-03-17 11:07:37,32,13,4
14044,brave.exe,0.1,17.82MB,860.67KB,1.06MB,running,2021-03-17 17:01:08,64,13,4
14668,brave.exe,0.0,18.98MB,775.84KB,1.35MB,running,2021-03-17 15:50:29,64,13,4
8636,brave.exe,0.0,22.35MB,562.12KB,781.83KB,running,2021-03-17 15:50:20,64,13,4
16036,wps.exe,0.0,22.86MB,645.51MB,12.37KB,running,2021-03-17 16:47:50,32,21,4
2808,SystemSettings.exe,0.0,23.09MB,22.37KB,7.01KB,stopped,2021-03-17 16:56:46,32,25,4
11672,chrome.exe,0.0,26.17MB,2.82MB,3.35MB,running,2021-03-17 15:12:58,64,14,4
15520,brave.exe,0.0,27.32MB,1.21MB,3.64MB,running,2021-03-17 15:51:10,64,13,4
13268,RelayRecorder.exe,0.0,27.54MB,1.70MB,4.83MB,running,2021-03-17 12:20:34,32,19,4
4056,ShellExperienceHost.exe,0.0,27.93MB,361.50KB,0.00B,stopped,2021-03-17 09:31:52,32,34,4
188,brave.exe,0.0,28.45MB,1.51MB,2.04MB,running,2021-03-17 16:38:20,64,13,4
2720,brave.exe,0.0,28.55MB,980.75KB,1.71MB,running,2021-03-17 15:51:03,64,13,4
9300,brave.exe,0.1,28.82MB,4.53MB,5.42MB,running,2021-03-17 16:39:16,64,15,4
5892,brave.exe,0.0,29.06MB,4.61MB,4.28MB,running,2021-03-17 15:14:32,64,14,4
15492,brave.exe,0.0,30.00MB,825.83KB,1.02MB,running,2021-03-17 15:50:26,64,13,4
16724,RdrCEF.exe,0.0,30.17MB,196.99KB,290.82KB,running,2021-03-17 16:42:59,32,11,4
12868,brave.exe,0.0,30.29MB,6.24MB,12.91MB,running,2021-03-17 11:07:37,32,13,4
10252,chrome.exe,0.0,30.34MB,1.07MB,2.46MB,running,2021-03-17 15:13:13,64,14,4
11892,Microsoft.Photos.exe,0.0,30.80MB,7.08MB,373.08KB,stopped,2021-03-17 16:18:06,32,21,4
2464,brave.exe,0.0,30.94MB,2.94MB,2.92MB,running,2021-03-17 15:50:38,64,13,4
14708,brave.exe,0.0,33.85MB,828.21KB,1.04MB,running,2021-03-17 15:14:53,64,13,4
16656,et.exe,0.0,35.49MB,26.74MB,332.18KB,running,2021-03-17 16:47:50,32,21,4
6384,python.exe,17.8,37.14MB,8.01MB,111.88KB,running,2021-03-17 17:45:40,32,7,4
14520,RdrCEF.exe,0.0,41.24MB,383.62KB,340.52KB,running,2021-03-17 16:42:51,32,11,4
8996,Teams.exe,0.4,46.53MB,58.46MB,3.92MB,running,2021-03-16 22:23:07,32,54,4
1200,explorer.exe,3.5,49.36MB,99.49MB,282.23MB,running,2021-03-16 22:19:59,32,114,4
5604,Teams.exe,0.0,61.15MB,118.14MB,18.43MB,running,2021-03-16 22:22:34,32768,15,4
10704,chrome.exe,0.3,64.65MB,283.90MB,273.22MB,running,2021-03-17 11:03:26,64,15,4
2388,Teams.exe,0.1,65.74MB,517.31MB,110.23MB,running,2021-03-16 22:22:29,32,36,4
1656,Teams.exe,0.0,65.82MB,12.59MB,23.08MB,running,2021-03-16 22:23:05,32,12,4
13844,chrome.exe,0.0,72.77MB,405.65MB,76.29MB,running,2021-03-17 11:00:10,32768,18,4
10404,chrome.exe,0.3,78.28MB,1.48GB,1.04GB,running,2021-03-17 11:00:09,32,25,4
13704,AcroRd32.exe,0.0,93.66MB,111.33MB,88.38MB,running,2021-03-17 16:42:45,32,13,4
8724,brave.exe,0.0,97.51MB,214.72MB,42.01MB,running,2021-03-17 11:07:37,32768,14,4
7828,SearchApp.exe,0.0,159.20MB,38.11MB,13.17MB,stopped,2021-03-16 22:20:35,32,64,4
308,brave.exe,0.0,174.16MB,220.65MB,365.72MB,running,2021-03-17 11:07:37,32,27,4
16500,brave.exe,0.1,196.05MB,75.04MB,87.17MB,running,2021-03-17 17:01:06,64,19,4
4248,Teams.exe,1.1,221.07MB,56.84MB,126.42MB,running,2021-03-16 22:22:38,32,19,4
8072,chrome.exe,0.0,229.60MB,132.59MB,124.85MB,running,2021-03-17 11:00:15,64,18,4
12480,pycharm64.exe,1.5,928.54MB,397.07MB,484.01MB,running,2021-03-17 15:00:48,32,57,4
